ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GOBP_REGULATION_OF_COAGULATION,"Any process that modulates the frequency, rate or extent of coagulation, the process in which a fluid solution, or part of it, changes into a solid or semisolid mass. [GOC:ai]",10/926,50/12583,0.2,2.717710583153348,3.4300022845024563,0.003050534448107409,0.033330790950486196,0.02623740205955233,THBD/SERPINE1/PLAUR/THBS1/TFPI/CD9/PDGFA/UBASH3B/ANXA2/PLAU,10
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,"Any process that modulates the frequency, rate or extent of erythrocyte differentiation. [GOC:go_curators]",10/926,50/12583,0.2,2.717710583153348,3.4300022845024563,0.003050534448107409,0.033330790950486196,0.02623740205955233,HIF1A/MAFB/FOXO3/ZFP36L1/GLUL/ID2/HOXA5/ZFP36/SPI1/ACVR1B,10
GOCC_PRESYNAPTIC_ACTIVE_ZONE,"A specialized region of the plasma membrane and cell cortex of a presynaptic neuron; encompasses a region of the plasma membrane where synaptic vesicles dock and fuse, and a specialized cortical cytoskeletal matrix. [GOC:dh, GOC:dl, GOC:ef, GOC:jid, GOC:pr, PMID:3152289]",10/926,50/12583,0.2,2.717710583153348,3.4300022845024563,0.003050534448107409,0.033330790950486196,0.02623740205955233,STX1A/CTNNB1/PI4K2A/SYN1/EHD1/P2RY1/CACNA2D2/STX1B/FLOT1/TRIO,10
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,"Any process that stops, prevents or reduces the rate or extent of epithelial cell proliferation. [GOC:ai]",15/926,93/12583,0.16129032258064516,2.1917020831881837,3.2509844271535084,0.003105207651466462,0.033862409796127486,0.026655882899573383,RGCC/CCL2/PPARG/CD109/NKX3-1/THBS1/PPARD/MTSS1/EREG/FLT1/RUNX3/ENG/B4GALT1/VDR/TGFB1,15
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,"Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein. [GOC:mah, GOC:tb]",39/926,337/12583,0.11572700296735905,1.5725625036050528,3.00280867347517,0.003186069092937736,0.03467700345446933,0.027297116447280865,VEGFA/CDKN1A/PLAUR/PIK3R5/HAMP/SNX9/ARRDC3/FGFR1/FAM20A/SPRY2/OSM/EREG/TAB2/SPHK1/LAPTM5/PDGFA/RIPK2/ARRDC4/NEDD9/TBC1D7/CEMIP/FLT1/RAC1/SYAP1/MALT1/MAP2K1/SRC/S1PR2/LAT/GAS6/TGFB1/PTPN1/FLOT1/HLA-DRB1/BRAF/ERN1/CHP1/CUL3/ZC3H12A,39
GOCC_ACTIN_CYTOSKELETON,"The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes. [GOC:jl, ISBN:0395825172, ISBN:0815316194]",46/926,414/12583,0.1111111111111111,1.509839212862971,2.9729862150897697,0.0032094603895270724,0.03486415755187034,0.027444440802946397,FLNB/STX1A/CLDN5/SNX9/MARCKS/MYO9B/SPRY2/MTSS1/DIXDC1/MYO10/TLNRD1/TAGLN2/SH3GL1/VIL1/RHOU/H1-0/TPM4/PLEC/EZR/TM4SF19/MICALL2/FLT1/RAC1/ARPC5L/DPYSL3/BAG3/GAS2L3/AUTS2/BIN1/WHRN/RAB22A/PDLIM7/SRC/PXN/ASAP1/RAB5A/ABL2/FLOT1/PARVB/ADAM8/ASB2/FSCN1/STK38L/PDLIM5/ANXA1/TNNT3,46
GOBP_CHONDROCYTE_DEVELOPMENT,"The process whose specific outcome is the progression of a chondrocyte over time, from its commitment to its mature state. Chondrocyte development does not include the steps involved in committing a chondroblast to a chondrocyte fate. [GOC:dph]",6/926,21/12583,0.2857142857142857,3.882443690219068,3.7258727668131386,0.0032464105171027516,0.03506247980755697,0.027600556532919245,SMAD7/RARG/MEX3C/CHSY1/EIF2AK3/RUNX2,6
GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,"Any process that activates or increases the frequency, rate or extent of osteoclast differentiation. [GOC:go_curators]",6/926,21/12583,0.2857142857142857,3.882443690219068,3.7258727668131386,0.0032464105171027516,0.03506247980755697,0.027600556532919245,CSF1/KLF10/NEDD9/TM4SF19/CCR1/RPTOR,6
GOBP_POSITIVE_REGULATION_OF_P38MAPK_CASCADE,"Any process that activates or increases the frequency, rate or extent of p38MAPK cascade. [GOC:TermGenie]",6/926,21/12583,0.2857142857142857,3.882443690219068,3.7258727668131386,0.0032464105171027516,0.03506247980755697,0.027600556532919245,SPHK1/IL1B/GADD45G/GADD45B/SPI1/ZC3H12A,6
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,"A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response. [GO_REF:0000022, GOC:add, ISBN:0781735149]",33/926,273/12583,0.12087912087912088,1.642572330477298,3.025249885962281,0.0032528761544072743,0.035065007894348146,0.027602546597591877,GPR183/IL10/NLRP3/GAB2/PIK3R1/LGALS3/HAVCR2/NR4A3/ICOSLG/SMAD7/RIPK2/EP300/RNF168/CD86/RABGEF1/ADORA2B/SHB/MALT1/LGALS1/OPA1/S100A13/TBK1/LAT/IL6R/TGFB1/PLXNA1/BCL6/SPI1/SOCS3/CD69/HLA-DRB1/ZC3H12A/ANXA1,33
GOBP_HEMOSTASIS,The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part. [ISBN:0198506732],24/926,180/12583,0.13333333333333333,1.8118070554355652,3.0918088622589255,0.0032703833988246504,0.03518632387224915,0.02769804436400147,THBD/SERPINE1/PLAUR/THBS1/TFPI/PLEK/GNA13/GNA12/CD9/SLC7A11/RAP2B/PDGFA/P2RY1/ZNF385A/UBASH3B/ADGRG1/CLIC1/SRC/VAV3/GAS6/IL6R/ANXA2/TUBB1/PLAU,24
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY,"Any process that stops, prevents, or reduces the frequency, rate or extent of the BMP signaling pathway. [GOC:go_curators]",8/926,35/12583,0.22857142857142856,3.1059549521752543,3.5162745697015922,0.003286843252675572,0.03522869901486751,0.027731401317812147,PPARG/HIPK2/SMAD7/SKI/SKIL/SMURF1/UBE2D3/TOB1,8
GOBP_T_CELL_LINEAGE_COMMITMENT,"The process in which a lymphoid progenitor cell becomes committed to becoming any type of T cell. [GOC:add, ISBN:0781735149]",8/926,35/12583,0.22857142857142856,3.1059549521752543,3.5162745697015922,0.003286843252675572,0.03522869901486751,0.027731401317812147,CTSL/EP300/LGALS1/OPA1/IL6R/SOCS3/CD69/BRAF,8
GOCC_ACTIN_FILAMENT_BUNDLE,An assembly of actin filaments that are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness. [GOC:mah],13/926,76/12583,0.17105263157894737,2.3243577355916787,3.2637919682762306,0.0033967622363372174,0.03599081664793572,0.02833132667767503,FLNB/MARCKS/DIXDC1/TLNRD1/VIL1/TPM4/MICALL2/BAG3/PDLIM7/PXN/ASB2/FSCN1/PDLIM5,13
GOBP_ERYTHROCYTE_HOMEOSTASIS,"Any process of regulating the production and elimination of erythrocytes within an organism. [GOC:add, PMID:10694114, PMID:14754397]",20/926,141/12583,0.14184397163120568,1.9274543142931544,3.121360420627232,0.003410224141527241,0.03599081664793572,0.02833132667767503,HIF1A/MAFB/VEGFA/HMOX1/FOXO3/ZFP36L1/HIPK2/GLUL/ID2/KMT2E/EPAS1/RAC1/RCOR1/HOXA5/ALAS1/ZFP36/BCL6/SPI1/ACVR1B/ZBTB7A,20
GOBP_FOAM_CELL_DIFFERENTIATION,"The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions. [GOC:add, GOC:BHF, GOC:dph, GOC:tb]",7/926,28/12583,0.25,3.3971382289416847,3.578909122120294,0.0034373785933834154,0.03599081664793572,0.02833132667767503,PPARG/CSF1/ABCA1/IL1B/ITGAV/TGFB1/ABCG1,7
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,"Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to DNA damage. [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:15314165]",7/926,28/12583,0.25,3.3971382289416847,3.578909122120294,0.0034373785933834154,0.03599081664793572,0.02833132667767503,CD44/ZNF385A/BID/SNAI1/TPT1/CCAR2/CLU,7
GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. [GOC:dph, GOC:tb]",7/926,28/12583,0.25,3.3971382289416847,3.578909122120294,0.0034373785933834154,0.03599081664793572,0.02833132667767503,RGCC/PPARD/VIM/RUNX1/ITGB1/IL6R/TGFB1,7
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an arsenic stimulus from compounds containing arsenic, including arsenates, arsenites, and arsenides. [GOC:hjd, ISBN:0721662544]",7/926,28/12583,0.25,3.3971382289416847,3.578909122120294,0.0034373785933834154,0.03599081664793572,0.02833132667767503,HMOX1/PPIF/MAPK13/ZFAND2A/GSTO1/HNRNPA1/ZC3H12A,7
GOBP_IMMATURE_B_CELL_DIFFERENTIATION,"The process in which a precursor cell type acquires the specialized features of an immature B cell. [GOC:jal, ISBN:0781735149, PMID:16551251]",5/926,15/12583,0.3333333333333333,4.529517638588913,3.854915259598204,0.0034376327849734442,0.03599081664793572,0.02833132667767503,IRF2BP2/LAPTM5/FNIP1/TRAF3IP2/SPI1,5
GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION,The process in which a relatively unspecialized cell acquires specialized features of a columnar/cuboidal epithelial cell of the intestine. [GOC:dph],5/926,15/12583,0.3333333333333333,4.529517638588913,3.854915259598204,0.0034376327849734442,0.03599081664793572,0.02833132667767503,HIF1A/KLF5/HOXA5/SRC/PRDM1,5
GOBP_REGULATION_OF_CHOLESTEROL_STORAGE,"Any process that modulates the rate or extent of cholesterol storage. Cholesterol storage is the accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. [GOC:BHF, GOC:dph, GOC:tb]",5/926,15/12583,0.3333333333333333,4.529517638588913,3.854915259598204,0.0034376327849734442,0.03599081664793572,0.02833132667767503,PPARG/PPARD/ABCA1/EHD1/ABCG1,5
GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,"Any process that modulates the frequency, rate or extent of dendritic cell differentiation. [GOC:obol]",5/926,15/12583,0.3333333333333333,4.529517638588913,3.854915259598204,0.0034376327849734442,0.03599081664793572,0.02833132667767503,CEBPB/LGALS3/HLA-G/LGALS1/ZBTB46,5
GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING,"Any process that modulates the frequency, rate or extent of transcription regulatory region DNA binding. [GOC:obol]",5/926,15/12583,0.3333333333333333,4.529517638588913,3.854915259598204,0.0034376327849734442,0.03599081664793572,0.02833132667767503,DOT1L/H1-0/NIBAN2/DAZAP2/ZBTB7A,5
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation. [GOC:add, GOC:mah]",14/926,85/12583,0.16470588235294117,2.238114597890992,3.228025689995027,0.003457201056758632,0.03599081664793572,0.02833132667767503,CEBPB/TNFRSF21/IL10/SDC4/HAVCR2/LAPTM5/GPNMB/PRNP/CD86/HLA-G/TGFB1/BCL6/IL4I1/HLA-DRB1,14
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,"The chemical reactions and pathways resulting in the breakdown of a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof. [GOC:mah]",14/926,85/12583,0.16470588235294117,2.238114597890992,3.228025689995027,0.003457201056758632,0.03599081664793572,0.02833132667767503,HIF1A/PNP/PRKAG2/GAPDH/DDIT4/IER3/PPP2CA/EP300/FBP1/PFKFB3/SRC/PRXL2C/RPTOR/ZBTB7A,14
GOBP_STEROL_TRANSPORT,"The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule. [GOC:ai]",14/926,85/12583,0.16470588235294117,2.238114597890992,3.228025689995027,0.003457201056758632,0.03599081664793572,0.02833132667767503,PPARG/ABCA1/EEPD1/NPC1/VAPA/NPC2/TPCN2/ARL8B/ANXA2/ABCG1/FURIN/STARD4/CLU/NUS1,14
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,"Any process that modulates the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]",22/926,161/12583,0.13664596273291926,1.8568208953221632,3.0838564944709406,0.0035131538567207913,0.03599081664793572,0.02833132667767503,CCL2/ATP2B1/CTNNB1/ASPH/LGALS3/PDE4B/HOMER2/MCUB/RGS9/PRNP/NTSR1/CEMIP/P2RX4/GSTO1/UBASH3B/CHD7/BIN1/BEST1/CCR1/TGFB1/TMEM38B/KCNN4,22
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,"Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell. [GOC:BHF, GOC:dph, GOC:tb]",9/926,43/12583,0.20930232558139536,2.8441157265558292,3.413976808470629,0.003523363704385848,0.03599081664793572,0.02833132667767503,RGCC/CTNNB1/SMAD3/IL1B/JAG1/ENG/SNAI1/TGFB1/ADAM8,9
GOBP_ADHERENS_JUNCTION_MAINTENANCE,"The maintenance of an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments. [GOC:aruk, GOC:bc, GOC:mah]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,MTSS1/KIFC3/CAMSAP3,3
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE,The uptake of amino acid neurotransmitters by neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters. [ISBN:0123668387],3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,PER2/ITGB1/CLN8,3
GOBP_CELLULAR_RESPONSE_TO_SODIUM_ARSENITE,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sodium arsenite stimulus. [GO_REF:0000071, GOC:TermGenie, PMID:18674524]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,MAPK13/HNRNPA1/ZC3H12A,3
GOBP_CHONDROCYTE_HYPERTROPHY,"The growth of a chondrocyte, where growth contributes to the progression of the chondrocyte over time. [GOC:ascb_2009, GOC:dph, GOC:tb]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,SMAD7/RARG/MEX3C,3
GOBP_DIAPHRAGM_DEVELOPMENT,The progression of the diaphragm over time from its initial formation to the mature structure. The diaphragm is a skeletal muscle that is responsible for contraction and expansion of the lungs. [GOC:dph],3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,MSC/BASP1/DISP1,3
GOBP_ERBB2_EGFR_SIGNALING_PATHWAY,"The series of molecular signals initiated by binding of a ligand to an epidermal growth factor receptor (EGFR/ERBB1) on the surface of a cell, followed by transmission of the signal by a heterodimeric complex of ERBB2 and EGFR. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as EGFR. [GOC:signaling, PMID:16460914]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,HBEGF/AREG/EREG,3
GOBP_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of B cell differentiation. [GOC:go_curators]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,ID2/HMGB3/BCL6,3
GOBP_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,"Any process that stops, prevents, or reduces the frequency, rate or extent of retinoic acid receptor signaling pathway activity. [GOC:dgh]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,DHRS3/CNOT1/TGIF1,3
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION,"Any process that stops, prevents or reduces the frequency, rate or extent of vascular endothelial cell proliferation. [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,CCL2/PPARG/FLT1,3
GOBP_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT,"Any neural crest cell migration that is involved in autonomic nervous system development. [GOC:BHF, GOC:TermGenie]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,FN1/SEMA3F/NRP2,3
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,"Any process that activates or increases the frequency, rate or extent of blood vessel endothelial cell proliferation involved in sprouting angiogenesis. [GO_REF:0000058, GOC:TermGenie, PMID:23388056]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,VEGFA/HMOX1/NUS1,3
GOBP_POSITIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION,"Any process that activates or increases the frequency, rate or extent of trophoblast cell migration. [GOC:BHF, GOC:TermGenie]",3/926,5/12583,0.6,8.153131749460043,4.508814484983502,0.0035490350342266544,0.03599081664793572,0.02833132667767503,VEGFA/AGO2/ACVR1B,3
GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell. [GOC:ai]",10/926,51/12583,0.19607843137254902,2.664422140346419,3.3567988263675725,0.0035498317468641055,0.03599081664793572,0.02833132667767503,LGALS3/LAPTM5/ELF1/EZR/CD226/PRNP/SLA2/NECTIN2/MALT1/KCNN4,10
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,"The series of molecular signals initiated by the absence of a ligand or the withdrawal of a ligand from a receptor. [GOC:al, GOC:ppm, GOC:pr, PMID:15044679]",10/926,51/12583,0.19607843137254902,2.664422140346419,3.3567988263675725,0.0035498317468641055,0.03599081664793572,0.02833132667767503,BCL2A1/FOXO3/FGFR1/IFI6/IL1B/MCL1/ITGAV/BAG3/MAPK7/MOAP1,10
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT,"Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes. [GOC:bf, Wikipedia:Development_of_the_endocrine_system]",12/926,68/12583,0.17647058823529413,2.3979799263117774,3.2578186134577978,0.0036878847232369133,0.037189475515509156,0.029274889483834995,SMAD3/HIPK2/RHEB/HOXA5/TG/MAP2K1/NR3C1/EIF2AK3/RBPJ/IL6R/TUBB1/BRAF,12
GOBP_ODONTOGENESIS,"The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food. [GOC:jl, GOC:mah]",12/926,68/12583,0.17647058823529413,2.3979799263117774,3.2578186134577978,0.0036878847232369133,0.037189475515509156,0.029274889483834995,CSF1/ANKH/FAM20C/SERPINE1/CTNNB1/FGFR1/FAM20A/ANKRD11/SRC/RUNX2/TGFB1/APCDD1,12
GOBP_RECEPTOR_METABOLIC_PROCESS,"The chemical reactions and pathways involving a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:jl]",12/926,68/12583,0.17647058823529413,2.3979799263117774,3.2578186134577978,0.0036878847232369133,0.037189475515509156,0.029274889483834995,HAMP/LGMN/LAPTM5/NEDD4L/SMURF1/CTSD/ARFGEF2/TBC1D16/TGFB1/PTPN1/ANXA2/FURIN,12
GOBP_RESPONSE_TO_CARBOHYDRATE,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus. [GOC:jl]",22/926,162/12583,0.13580246913580246,1.845359037943631,3.0521604614597035,0.0037913029141474837,0.0381639740570803,0.030041997293536602,HIF1A/THBS1/FOXO3/PPARD/CLEC7A/SMAD3/ZFP36L1/GLUL/IL1B/RASAL2/PIM3/MAPK13/FBP1/RAC1/EXTL3/GAS6/TGFB1/USF2/COLEC12/RPTOR/HLA-DRB1/ERN1,22
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals. [GOC:mah]",30/926,244/12583,0.12295081967213115,1.6707237191516482,2.9818482053080344,0.0038041465486931183,0.03822487969552889,0.03008994112199369,PPARG/BCAR3/ATP2B1/PID1/PIK3R1/INSIG1/TOP1/ZFP36L1/NR4A3/IL1B/NR4A1/DENND4C/FBP1/CTSD/RAC1/SYAP1/RAB31/FFAR3/SRC/PXN/SCNN1A/KBTBD2/PTPRE/CSF2RA/ALAS1/TGFB1/PTPN1/NAMPT/SOCS3/CUL3,30
GOBP_NUTRIENT_STORAGE,"The accumulation and maintenance in cells or tissues of a nutrient, a substance that is used by an organism to survive, to grow, and to reproduce; such as proteins, vitamins, and minerals. Nutrient reserves can be accumulated for mobilization and utilization when needed. [GOC:ew]",13/926,77/12583,0.16883116883116883,2.294171271493086,3.210442092880978,0.0038184467461088605,0.03823202818568427,0.030095568285495575,PPARG/NRIP1/SQLE/PPARD/PLIN2/ABCA1/EHD1/NPC1/ITGAV/NPC2/ABCG1/STARD4/ZC3H12A,13
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,"Any process that modulates the frequency, rate or extent of Rho protein signal transduction. [GOC:bf]",13/926,77/12583,0.16883116883116883,2.294171271493086,3.210442092880978,0.0038184467461088605,0.03823202818568427,0.030095568285495575,MET/MYO9B/ABCA1/STARD13/CSNK1A1/RAC1/ADGRG1/NET1/ITGB1/ABL2/FLOT1/BCL6/CUL3,13
GOBP_RESPONSE_TO_ACTIVITY,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an activity stimulus. [GOC:mtg_muscle]",11/926,60/12583,0.18333333333333332,2.491234701223902,3.2632802433518022,0.003939374750058602,0.039286393533778594,0.030925545815782992,HIF1A/IL10/FN1/SLC7A5/PPARD/ITGA5/KDM6B/METRNL/ITGB1/ANXA2/SLC25A25,11
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,"Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade. [GOC:jl]",26/926,203/12583,0.12807881773399016,1.7404057921671687,2.9973981830122702,0.003940020599932849,0.039286393533778594,0.030925545815782992,VEGFA/CXXC5/HMOX1/IRAK2/CLEC7A/GAPDH/LITAF/IL1R1/TAB2/IL1B/RIPK2/VAPA/REL/NFAT5/MALT1/LGALS1/S100A13/TBK1/TRAF3IP2/TGFB1/LIMS1/FLOT1/IRAK1/NAMPT/PSMA6/HLA-DRB1,26
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation. [GOC:go_curators]",8/926,36/12583,0.2222222222222222,3.019678425725942,3.420191814563431,0.003958660944313571,0.039286393533778594,0.030925545815782992,PPARG/AREG/NOCT/SMAD3/SKI/ID1/ID2/TOB1,8
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,"Any process that stops, prevents or reduces the rate or extent of smooth muscle cell proliferation. [CL:0000192, GOC:ebc]",8/926,36/12583,0.2222222222222222,3.019678425725942,3.420191814563431,0.003958660944313571,0.039286393533778594,0.030925545815782992,PPARG/CDKN1A/IL10/HMOX1/PPARD/GNA12/TRIB1/SF1,8
GOCC_PODOSOME,"An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm. [PMID:12837608, PMID:15890982]",8/926,36/12583,0.2222222222222222,3.019678425725942,3.420191814563431,0.003958660944313571,0.039286393533778594,0.030925545815782992,SH3GL1/RHOU/TPM4/PLEC/SRC/ASAP1/ADAM8/FSCN1,8
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,"Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process. [GOC:add]",17/926,114/12583,0.14912280701754385,2.026363154105566,3.102591522068779,0.003972820023881539,0.039357496961939124,0.030981517161774493,CD22/IL10/AHR/LGALS3/HAVCR2/SMAD7/RABGEF1/HLA-G/NECTIN2/LGALS1/TGFB1/BCL6/SPI1/IL4I1/CD69/ZC3H12A/ANXA1,17
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,Any biological process involved in the maintenance of the steady-state number of cells within a population of cells. [GOC:isa_complete],36/926,309/12583,0.11650485436893204,1.5831323785359308,2.9250969981063824,0.00403027716867029,0.03985653713199951,0.031374352651493076,HIF1A/CSF1/MAFB/GPR183/VEGFA/FOSL2/HMOX1/FOXO3/ZFP36L1/SLC7A11/HIPK2/GLUL/PDE4B/SKIL/ID2/PPP2CA/LGALS2/KMT2E/EPAS1/RAC1/RCOR1/FCAR/ADGRG1/HOXA5/TRAF3IP2/LAT/ALAS1/ZFP36/TGFB1/WDR37/BCL6/SPI1/ARSG/ACVR1B/ZBTB7A/ANXA1,36
